id,band_1,band_2,inc_angle
249dac4a,"[[-29.216125 -29.661701 -28.388365 ... -22.175709 -26.296844 -25.137053]
 [-23.641054 -25.409538 -25.409584 ... -21.436039 -21.615181 -21.798096]
 [-25.409491 -27.277973 -25.694391 ... -21.436083 -21.088648 -21.798141]
 ...
 [-23.873337 -25.134418 -21.086061 ... -22.984928 -26.941185 -25.698273]
 [-24.867094 -25.134418 -24.111414 ... -23.876572 -28.006096 -25.992739]
 [-22.17312  -22.77243  -23.873428 ... -24.359293 -22.775715 -22.985067]]","[[-28.388271 -30.131321 -29.661747 ... -32.317398 -32.961136 -31.15765 ]
 [-31.154325 -30.131321 -29.216217 ... -26.940491 -26.61273  -27.635826]
 [-32.314163 -32.314209 -30.62784  ... -26.61273  -28.795666 -31.718273]
 ...
 [-28.792984 -29.662344 -28.793077 ... -26.941139 -27.636429 -28.796312]
 [-28.388918 -32.958549 -28.389011 ... -26.941139 -26.297493 -28.006144]
 [-30.131922 -31.155018 -30.628487 ... -26.613379 -26.297539 -26.941278]]",42.5591
97ddc1f8,"[[-25.139982 -22.396591 -20.034678 ... -20.46265  -20.03894  -18.759367]
 [-24.895365 -23.152437 -20.034678 ... -22.9615   -20.03894  -19.767557]
 [-24.657383 -24.895439 -23.152512 ... -22.770594 -22.221905 -21.378023]
 ...
 [-26.776394 -25.143066 -26.482077 ... -23.159641 -21.380894 -23.15979 ]
 [-24.898376 -26.482077 -26.482077 ... -23.359402 -20.911348 -20.911348]
 [-24.898376 -27.081339 -26.482147 ... -23.98757  -25.658566 -23.359549]]","[[-25.918343 -25.651138 -30.000889 ... -28.066879 -27.082592 -25.655546]
 [-26.773457 -27.078327 -30.000889 ... -25.655472 -27.082592 -27.726357]
 [-23.556431 -25.918491 -24.20027  ... -23.156698 -25.144463 -26.777937]
 ...
 [-27.724886 -27.72496  -27.725033 ... -26.486271 -28.424545 -23.987644]
 [-26.197193 -28.420277 -27.725033 ... -23.773094 -27.401569 -27.401569]
 [-26.197193 -30.003901 -25.394995 ... -23.773094 -27.401569 -26.201685]]",33.6352
4d665e8c,"[[-18.724642 -20.889355 -20.106361 ... -22.12322  -23.782757 -23.122803]
 [-23.333618 -22.505817 -18.47296  ... -17.425884 -20.414717 -22.509478]
 [-27.770596 -22.119713 -17.75865  ... -18.601446 -18.476519 -20.893013]
 ...
 [-20.568275 -21.750755 -21.224228 ... -25.276142 -21.57527  -21.57527 ]
 [-22.706161 -23.119904 -23.119955 ... -24.015106 -22.124035 -21.399843]
 [-21.055462 -23.334381 -25.833206 ... -21.57522  -21.57527  -19.255642]]","[[-22.70545  -22.505817 -26.431761 ... -25.008097 -25.008148 -26.435318]
 [-23.333618 -22.505817 -24.745342 ... -24.014393 -23.782806 -25.275532]
 [-24.493458 -24.493507 -25.832497 ... -25.551195 -23.557186 -25.551296]
 ...
 [-30.766552 -27.771357 -24.49427  ... -25.551908 -26.131231 -26.131231]
 [-27.771305 -25.548346 -25.548399 ... -24.015106 -22.914207 -25.008965]
 [-25.548296 -24.249531 -26.432472 ... -25.551908 -23.78352  -23.783571]]",40.3958
f193e8b0,"[[-24.426573 -22.591206 -23.46056  ... -21.803858 -21.994802 -22.594109]
 [-24.426573 -23.46052  -24.426653 ... -21.255093 -24.177694 -24.688816]
 [-23.234859 -23.692158 -21.991982 ... -21.994762 -25.516628 -23.933044]
 ...
 [-21.992464 -24.686478 -25.229561 ... -21.617622 -20.09586  -21.434837]
 [-21.992464 -25.229521 -25.514372 ... -23.238287 -21.434795 -21.434837]
 [-23.015516 -24.175394 -24.686518 ... -28.615192 -29.95417  -23.018459]]","[[-29.950699 -29.035591 -29.481161 ... -29.953564 -29.483982 -29.484022]
 [-31.534327 -31.534367 -28.207779 ... -29.48394  -30.976656 -33.475471]
 [-27.097351 -30.973793 -29.950781 ... -32.136452 -29.483982 -26.759626]
 ...
 [-26.113556 -29.951305 -27.097996 ... -26.432304 -27.100821 -29.484589]
 [-26.113556 -27.45253  -28.208342 ... -27.455353 -27.455395 -29.484589]
 [-27.822159 -26.429482 -25.229561 ... -33.475956 -28.615234 -27.825104]]",44.6239
06ebccea,"[[-17.838644 -18.818422 -19.633371 ... -20.379383 -19.926153 -22.474192]
 [-19.216269 -21.019852 -18.949089 ... -21.023125 -21.023176 -18.076836]
 [-21.360519 -21.360519 -18.438007 ... -19.926153 -22.878258 -19.085026]
 ...
 [-18.194458 -18.81966  -20.223711 ... -19.927347 -19.357626 -16.554102]
 [-17.611294 -17.611343 -19.354397 ... -20.075876 -17.174786 -17.391994]
 [-16.451504 -17.611343 -18.819712 ... -20.696562 -18.567505 -18.567554]]","[[-25.23687  -23.298719 -25.512733 ... -23.979111 -23.521902 -23.74757 ]
 [-23.518578 -23.084242 -22.470915 ... -24.713615 -23.979208 -24.973013]
 [-25.512686 -25.512686 -21.715143 ... -26.095234 -25.51601  -26.716019]
 ...
 [-25.798683 -28.106602 -28.106651 ... -24.463026 -24.714859 -27.045019]
 [-27.041641 -29.320557 -28.106651 ... -26.401276 -27.385685 -25.241537]
 [-27.382357 -29.320557 -25.513973 ... -25.241436 -24.463127 -24.974258]]",40.9834
7a3b59ac,"[[-27.8897   -27.8897   -25.951553 ... -24.13311  -25.394146 -25.126923]
 [-28.259369 -26.246017 -24.612673 ... -24.13311  -23.901529 -25.394257]
 [-24.129944 -22.624979 -22.624979 ... -22.827831 -21.177187 -21.872429]
 ...
 [-25.125883 -25.125883 -23.900545 ... -21.179323 -24.135353 -21.520044]
 [-23.240486 -23.031231 -26.553112 ... -21.179323 -20.692188 -20.851624]
 [-26.553057 -27.196804 -27.196804 ... -21.695522 -21.348095 -20.535738]]","[[-31.972099 -31.972099 -31.972153 ... -27.538345 -27.197678 -29.052814]
 [-30.884945 -30.388529 -31.972208 ... -27.538345 -29.052814 -29.476654]
 [-28.645525 -28.64558  -28.64558  ... -28.648746 -28.262699 -29.052868]
 ...
 [-26.868887 -26.868887 -29.05183  ... -26.872112 -26.556229 -27.199976]
 [-27.196695 -29.921143 -29.47567  ... -26.872112 -28.65099  -26.872223]
 [-37.434418 -30.39082  -30.39082  ... -30.393993 -29.924427 -30.89052 ]]",39.234
479620e5,"[[-25.311424 -20.490826 -19.015144 ... -19.293879 -19.724714 -20.493923]
 [-26.195498 -22.883024 -20.021248 ... -19.578688 -21.516932 -21.516973]
 [-23.097458 -20.490826 -19.721704 ... -21.337833 -20.656281 -18.750963]
 ...
 [-20.021549 -18.362106 -18.36215  ... -19.294266 -21.338223 -21.162786]
 [-20.175285 -17.754456 -17.077332 ... -17.525827 -19.29431  -20.990782]
 [-20.021549 -18.362106 -17.409317 ... -19.435547 -21.338264 -22.07798 ]]","[[-31.616833 -34.310848 -35.138744 ... -27.907154 -28.697369 -29.566727]
 [-28.290205 -30.529724 -30.033295 ... -27.537487 -29.121155 -30.53282 ]
 [-29.118059 -27.534477 -27.534521 ... -30.036304 -30.03635  -28.697454]
 ...
 [-26.195887 -29.564016 -28.694746 ... -27.537876 -29.121542 -30.533207]
 [-24.257687 -25.596664 -26.195972 ... -27.537876 -26.514866 -26.199026]
 [-24.012995 -25.036089 -27.18033  ... -26.842674 -26.514912 -29.12163 ]]",43.4731
95e55acb,"[[-16.891499 -12.97485  -12.659023 ... -14.296435 -15.244986 -16.216051]
 [-19.87487  -20.774271 -18.931406 ... -16.695942 -16.895683 -15.761189]
 [-21.956701 -20.164545 -20.617882 ... -21.781673 -20.022629 -18.439062]
 ...
 [-18.680321 -16.49749  -14.368441 ... -16.031937 -16.40564  -17.85671 ]
 [-21.430876 -20.934465 -18.081171 ... -12.419159 -12.240122 -13.510451]
 [-19.060785 -19.45874  -17.740505 ... -12.00687  -10.825546 -13.510451]]","[[-26.039043 -24.951946 -27.622784 ... -24.956017 -23.544453 -22.716658]
 [-26.638308 -27.282059 -32.659023 ... -25.215317 -23.989981 -23.120726]
 [-26.333565 -27.282116 -27.282177 ... -24.956017 -23.989981 -23.99004 ]
 ...
 [-23.760988 -23.117353 -23.117411 ... -23.33073  -25.216188 -26.044102]
 [-25.47928  -26.039915 -24.701038 ... -25.48341  -26.959192 -26.338566]
 [-24.70092  -26.955063 -29.138012 ... -29.565809 -27.627668 -26.338566]]",38.1403
e01123d4,"[[-19.65476  -22.577381 -15.817169 ... -14.583525 -16.090681 -12.910801]
 [-22.016808 -19.383423 -18.616583 ... -19.386885 -13.707012 -13.707012]
 [-18.140465 -18.140465 -15.555324 ... -16.854767 -16.854828 -12.847691]
 ...
 [-12.416718 -16.95417  -16.95417  ... -22.022722 -18.870625 -15.390921]
 [-12.416718 -12.659756 -19.385931 ... -19.94101  -14.979191 -13.920528]
 [-12.180413 -14.430242 -16.089785 ... -18.501017 -16.562817 -13.920528]]","[[-25.814339 -25.814398 -23.820398 ... -23.389416 -22.389996 -23.823919]
 [-26.099205 -27.342224 -25.814516 ... -22.776098 -24.281178 -24.281178]
 [-28.407135 -28.407135 -28.407194 ... -23.389475 -23.389534 -24.519222]
 ...
 [-25.0145   -23.822845 -23.822845 ... -23.18256  -25.277327 -25.277386]
 [-25.0145   -23.60294  -24.762838 ... -24.051933 -26.105242 -27.020451]
 [-23.822845 -23.602999 -21.492853 ... -27.348198 -25.544666 -27.020451]]",37.6894
3bc2cad2,"[[-15.886508 -15.712719 -16.153656 ... -17.206161 -15.125999 -13.515543]
 [-16.909559 -16.244675 -17.210701 ... -16.518784 -15.125999 -14.505249]
 [-16.336655 -15.712719 -16.336523 ... -12.157669 -13.996373 -19.670809]
 ...
 [-16.245464 -14.216246 -15.13133  ... -17.733463 -16.61437  -18.410498]
 [-18.415367 -16.619108 -17.418308 ... -15.289146 -12.331472 -14.431416]
 [-16.715153 -16.619108 -18.533413 ... -13.253233 -13.188589 -12.627949]]","[[-20.991957 -24.435112 -26.551121 ... -23.538864 -20.676977 -21.81501 ]
 [-18.897251 -21.819746 -25.696079 ... -21.81514  -20.676977 -20.525848]
 [-21.647808 -21.47908  -22.734831 ... -19.536274 -19.017494 -22.73016 ]
 ...
 [-23.130568 -20.531311 -20.093208 ... -21.309748 -24.913837 -24.199459]
 [-25.697002 -25.429657 -24.204199 ... -22.353308 -23.753998 -26.851971]
 [-25.972769 -25.429657 -23.334885 ... -21.309813 -21.815865 -24.199526]]",35.7863
37f93675,"[[-19.320618 -22.002312 -22.002365 ... -18.79776  -24.083958 -22.006088]
 [-19.320618 -20.95875  -22.979336 ... -18.063305 -22.383743 -20.962526]
 [-19.457405 -21.640347 -22.002365 ... -22.006035 -22.578991 -20.800224]
 ...
 [-19.881935 -19.458202 -21.293661 ... -20.800808 -19.742142 -19.461979]
 [-17.603067 -18.794834 -21.641144 ... -19.885712 -18.927294 -17.279144]
 [-17.603067 -20.481253 -24.563705 ... -22.779367 -21.297386 -18.798666]]","[[-25.616982 -26.196308 -29.423723 ... -27.489138 -28.599539 -26.82077 ]
 [-25.616982 -27.144802 -27.840097 ... -27.843714 -28.213434 -26.504883]
 [-26.81694  -27.840044 -25.074043 ... -30.839014 -25.905619 -25.905674]
 ...
 [-27.48616  -26.817738 -28.210508 ... -27.84446  -29.004353 -27.844564]
 [-26.196999 -26.501854 -28.596611 ... -27.844513 -27.149324 -29.004457]
 [-27.48616  -28.210457 -29.869993 ... -28.21418  -27.149324 -27.84462 ]]",39.6426
3741117d,"[[-18.568018 -19.193235 -20.008198 ... -16.255787 -18.816446 -15.71847 ]
 [-18.812771 -20.008198 -20.008198 ... -17.988592 -17.988592 -15.461725]
 [-19.727921 -18.448336 -22.650604 ... -16.828754 -15.461725 -12.92095 ]
 ...
 [-18.332588 -17.547585 -20.300308 ... -17.991089 -17.768425 -16.930645]
 [-16.071859 -17.875454 -17.547709 ... -21.4009   -21.917107 -18.336395]
 [-15.211229 -14.810886 -16.827755 ... -17.339405 -17.235443 -19.873259]]","[[-25.61167  -26.466772 -30.139721 ... -27.418879 -26.175983 -26.775307]
 [-26.771568 -28.480236 -28.480236 ... -28.48385  -28.48385  -28.870014]
 [-28.110506 -29.694193 -31.632458 ... -27.759607 -27.419003 -28.483974]
 ...
 [-25.614222 -25.087704 -26.469385 ... -23.255919 -24.356934 -25.893795]
 [-24.591234 -25.890112 -27.758608 ... -25.617966 -25.893795 -26.178604]
 [-27.417879 -25.347069 -27.417942 ... -29.276581 -25.35075  -26.473131]]",36.9034
8eed8346,"[[-24.495811 -23.08423  -22.869797 ... -25.301178 -22.064205 -22.87282 ]
 [-23.529718 -22.256378 -22.660488 ... -24.247051 -23.087255 -23.764462]
 [-25.02239  -23.30414  -21.870317 ... -24.247051 -24.247093 -25.586071]
 ...
 [-25.583557 -22.87035  -26.182909 ... -23.087809 -20.011555 -20.321842]
 [-23.76195  -22.87035  -24.244709 ... -22.664022 -20.165291 -20.643578]
 [-23.304691 -24.496449 -23.762035 ... -24.499432 -24.499474 -24.758816]]","[[-32.202827 -28.276978 -26.182312 ... -26.501137 -28.280001 -33.544872]
 [-33.541763 -31.603605 -27.166674 ... -28.684025 -27.893898 -29.553425]
 [-32.202827 -30.516453 -30.516495 ... -27.169611 -26.185293 -25.880537]
 ...
 [-31.604158 -34.298172 -28.681683 ... -29.108408 -28.684666 -29.554022]
 [-31.604158 -34.298172 -32.847202 ... -30.023558 -31.04665  -31.607267]
 [-32.203423 -34.298172 -32.203506 ... -29.108408 -31.04665  -27.894537]]",43.9409
c5cb318a,"[[-21.939775 -23.153778 -23.37373  ... -21.756155 -24.316797 -25.950243]
 [-21.752975 -22.325924 -22.525654 ... -20.080616 -20.87809  -23.376911]
 [-25.946972 -21.215576 -20.077524 ... -20.878046 -19.635134 -20.390949]
 ...
 [-22.326506 -21.044201 -21.753693 ... -21.756741 -20.391487 -20.391533]
 [-28.751173 -23.154404 -22.730663 ... -22.529373 -22.329733 -21.219433]
 [-28.751173 -23.83157  -22.526281 ... -19.930182 -21.219387 -22.134581]]","[[-29.174332 -29.619905 -30.586044 ... -27.963558 -29.623087 -31.115803]
 [-30.585955 -31.112577 -31.112623 ... -27.593889 -30.092709 -32.275642]
 [-32.916065 -32.272419 -27.960464 ... -27.963558 -28.349705 -28.753817]
 ...
 [-27.961004 -27.591379 -30.586672 ... -30.093248 -27.964184 -27.594563]
 [-27.961004 -31.113205 -31.673824 ... -30.589764 -32.919918 -34.370979]
 [-27.961004 -27.961046 -27.591423 ... -28.754356 -27.239986 -26.899364]]",42.5145
cfe2ed3c,"[[-20.264961 -19.989273 -16.743292 ... -24.75425  -19.860094 -18.617212]
 [-19.462618 -18.160332 -15.689164 ... -20.849724 -21.632843 -20.555412]
 [-20.695755 -17.322487 -15.772285 ... -18.851826 -21.798294 -22.314518]
 ...
 [-18.966919 -24.749611 -24.987675 ... -17.949356 -18.734501 -18.972563]
 [-22.488745 -20.845087 -20.265888 ... -24.077934 -23.863535 -19.861023]
 [-19.59215  -19.088556 -19.088556 ... -24.7551   -20.702171 -22.494467]]","[[-23.443428 -24.071674 -26.009951 ... -28.883726 -25.488781 -21.967033]
 [-25.483217 -26.864912 -26.009951 ... -23.249229 -22.863205 -20.270605]
 [-23.243742 -22.670916 -22.857796 ... -21.798218 -22.863205 -22.676479]
 ...
 [-23.648584 -23.049395 -23.049473 ... -24.755022 -23.654148 -31.013763]
 [-22.134169 -24.517975 -26.286489 ... -24.077934 -23.863535 -26.292057]
 [-23.648661 -21.628206 -21.628206 ... -26.871176 -28.514988 -24.99324 ]]",33.1315
fa537e8a,"[[-11.146492 -15.065062 -14.514702 ... -11.683586 -12.134962 -13.580774]
 [ -9.375333 -14.069113 -15.480795 ... -10.313293 -12.922377 -13.580774]
 [-10.35638  -16.190241 -12.792562 ... -11.150541 -15.57036  -13.718648]
 ...
 [-14.826334 -14.516151 -20.38575  ... -16.103767 -15.070624 -14.674001]
 [-14.826334 -16.008823 -17.168724 ... -19.399973 -15.833778 -14.909831]
 [-13.646837 -15.741605 -14.985894 ... -16.382483 -14.520203 -14.596792]]","[[-25.825443 -25.549738 -22.983429 ... -23.19174  -22.787733 -22.787796]
 [-25.023098 -27.35327  -27.693998 ... -24.292694 -23.40111  -22.787796]
 [-25.825502 -24.526749 -22.588608 ... -25.027149 -22.592537 -21.505444]
 ...
 [-24.058516 -20.846994 -23.61311  ... -25.555241 -27.358833 -24.53231 ]
 [-24.058516 -23.189262 -24.290274 ... -22.216282 -24.06263  -24.53231 ]
 [-29.209862 -24.528257 -24.058697 ... -21.506836 -21.338234 -25.555361]]",38.0165
dbde12c0,"[[-25.805302 -17.462894 -20.06963  ... -23.594839 -23.814808 -22.966789]
 [-23.811302 -20.515158 -20.515158 ... -25.5331   -22.767105 -22.767105]
 [-21.481192 -22.00783  -20.364153 ... -28.787647 -24.510109 -23.814926]
 ...
 [-24.039297 -24.270994 -25.807856 ... -24.757118 -21.318472 -20.674839]
 [-23.593828 -25.00551  -25.00551  ... -21.318472 -21.659199 -19.790766]
 [-21.483624 -23.379412 -23.170162 ... -19.51494  -21.659199 -22.196701]]","[[-26.384575 -26.689434 -27.333187 ... -26.388081 -27.336632 -26.388197]
 [-26.689434 -27.673855 -27.673855 ... -24.754738 -28.031933 -28.031933]
 [-28.02837  -27.333187 -27.333248 ... -26.69294  -26.388197 -29.615616]
 ...
 [-28.030743 -27.676229 -28.030863 ... -27.339012 -25.008961 -30.063526]
 [-27.007753 -29.614489 -29.614489 ... -25.811306 -25.00902  -26.390638]
 [-28.030804 -26.387129 -29.190762 ... -29.617939 -25.00902  -25.009079]]",37.6875
85353f2c,"[[-24.232262 -25.010664 -24.484127 ... -25.574192 -24.48708  -22.861025]
 [-22.444252 -22.857986 -24.232346 ... -24.48704  -24.74638  -26.173542]
 [-24.484043 -24.232302 -25.286472 ... -23.752583 -22.651674 -24.746422]
 ...
 [-24.484632 -23.988205 -23.988245 ... -21.862051 -20.965847 -20.797226]
 [-24.484632 -24.484674 -24.484718 ... -20.153448 -22.248196 -20.31004 ]
 [-25.011211 -25.866295 -26.814827 ... -22.052958 -22.248196 -21.675337]]","[[-33.529999 -30.504684 -28.669319 ... -29.096016 -27.882103 -30.507725]
 [-30.008171 -28.669277 -30.008257 ... -29.096016 -30.011211 -28.672316]
 [-31.591795 -31.031263 -31.031305 ... -30.507639 -30.011211 -32.194141]
 ...
 [-33.530586 -33.530628 -31.031895 ... -32.194649 -29.096651 -29.542221]
 [-30.505234 -29.539183 -28.265841 ... -32.194649 -32.194691 -26.490019]
 [-31.031811 -29.093655 -27.879738 ... -32.194649 -32.194691 -30.011843]]",43.946
dd1b0222,"[[-14.382912 -16.930965 -17.335098 ... -15.568594 -16.549648 -20.262447]
 [-16.735767 -20.403645 -20.403645 ... -13.887138 -14.098209 -16.935818]
 [-19.429739 -21.013432 -17.978859 ... -13.479912 -11.797462 -12.84109 ]
 ...
 [-15.64928  -15.233674 -17.031031 ... -20.119408 -17.549793 -16.090702]
 [-14.607327 -17.651649 -19.171238 ... -16.456411 -16.271666 -17.873663]
 [-15.152874 -16.833549 -17.439854 ... -19.567804 -18.096323 -17.340618]]","[[-24.939192 -23.355635 -26.278259 ... -26.282913 -22.38345  -21.177597]
 [-23.151249 -24.939325 -24.939325 ... -25.455059 -22.956352 -22.383516]
 [-23.151249 -23.999393 -30.715302 ... -22.956285 -24.004114 -28.977016]
 ...
 [-22.95223  -24.225677 -26.573456 ... -24.004711 -24.700022 -25.455858]
 [-20.703785 -23.356363 -24.000122 ... -27.198795 -24.944778 -24.46217 ]
 [-21.173475 -20.40431  -20.703918 ... -24.462036 -22.570982 -23.361217]]",35.7409
a65b9aff,"[[-25.204479 -22.638159 -21.328127 ... -22.246077 -26.683102 -26.683102]
 [-25.204479 -26.059568 -21.865618 ... -22.441275 -22.246124 -24.940145]
 [-29.286926 -26.364414 -27.008156 ... -23.946342 -24.680845 -26.683197]
 ...
 [-26.366295 -25.482224 -26.682228 ... -26.369152 -26.369152 -25.769936]
 [-26.682182 -27.350704 -26.68228  ... -24.682734 -28.463907 -23.948374]
 [-26.366346 -25.767128 -28.461102 ... -26.0644   -27.012941 -27.012941]]","[[-24.937201 -24.181477 -25.765102 ... -30.701349 -28.461924 -28.461924]
 [-24.937201 -26.059568 -24.181526 ... -25.767902 -30.204926 -25.207424]
 [-29.286926 -25.480343 -24.426262 ... -25.767952 -24.429064 -23.946438]
 ...
 [-27.350657 -24.939178 -25.206507 ... -23.948278 -22.642944 -24.942081]
 [-25.767033 -26.366346 -25.767128 ... -25.209312 -27.353561 -24.682831]
 [-29.288904 -27.350754 -25.482321 ... -24.682781 -26.685133 -26.685133]]",41.4386
ded25b18,"[[-24.894711 -25.421343 -26.276438 ... -26.585098 -29.953241 -28.679916]
 [-27.224819 -24.642982 -23.928726 ... -23.272581 -24.164278 -24.898792]
 [-26.897011 -26.581182 -26.581238 ... -22.273102 -23.707024 -23.932697]
 ...
 [-25.421959 -22.65596  -23.060083 ... -29.508331 -30.423536 -26.901768]
 [-22.460709 -22.460764 -24.643709 ... -29.508331 -28.29443  -26.585882]
 [-22.460709 -22.855644 -23.060083 ... -27.570129 -24.899406 -23.933371]]","[[-25.981863 -27.224874 -27.224932 ... -29.507658 -30.919334 -30.919392]
 [-31.441887 -28.67589  -25.981976 ... -30.422806 -30.422863 -30.919392]
 [-32.601727 -32.601784 -29.080011 ... -32.006432 -30.919334 -29.083984]
 ...
 [-28.676506 -27.566214 -25.697838 ... -29.084545 -30.423536 -33.945419]
 [-29.504358 -29.504414 -26.581909 ... -29.084545 -29.508385 -29.508442]
 [-28.676506 -30.916035 -29.080685 ... -27.924706 -29.508385 -28.68059 ]]",38.761
dc7c3669,"[[-20.838001 -20.669374 -20.182226 ... -22.95088  -25.744156 -23.396482]
 [-21.185482 -21.01004  -22.120428 ... -23.866066 -22.736477 -21.188274]
 [-21.925154 -22.320072 -25.74152  ... -22.950918 -22.950956 -20.84079 ]
 ...
 [-25.447514 -22.120924 -26.690548 ... -19.42959  -20.841251 -22.951492]
 [-21.925688 -21.36515  -24.360437 ... -23.17136  -20.507135 -23.866642]
 [-20.669872 -19.872478 -20.504498 ... -22.736977 -27.033892 -23.39706 ]]","[[-26.362129 -29.883993 -24.359901 ... -26.692612 -27.757561 -26.048996]
 [-24.886406 -29.883993 -27.03068  ... -25.164883 -26.692688 -26.692726]
 [-27.38518  -28.545055 -27.03068  ... -25.164883 -27.757599 -24.889194]
 ...
 [-28.141483 -24.360399 -24.619736 ... -27.75806  -27.758099 -26.365416]
 [-23.86389  -21.36515  -23.394344 ... -29.887203 -27.033854 -28.144238]
 [-25.162704 -24.886978 -27.755459 ... -26.049492 -29.887241 -28.97213 ]]",45.2803
e1cc3773,"[[-27.472704 -29.05637  -26.777544 ... -22.824162 -20.59436  -21.100521]
 [-25.82897  -24.19561  -26.777544 ... -22.410469 -22.410509 -23.484249]
 [-23.481297 -25.249777 -30.468073 ... -25.252605 -23.715843 -23.953869]
 ...
 [-27.118702 -29.972094 -26.778116 ... -29.059813 -28.63607  -24.710217]
 [-26.13434  -27.473318 -28.633198 ... -27.845858 -27.845898 -23.484823]
 [-25.829582 -27.118782 -30.995226 ... -26.453136 -26.137293 -24.710217]]","[[-29.05633  -27.11817  -26.777544 ... -27.475615 -29.059278 -30.99752 ]
 [-28.228476 -27.842411 -26.777544 ... -26.136677 -27.845324 -30.470942]
 [-26.133808 -26.777544 -25.534628 ... -27.121038 -29.059278 -29.97447 ]
 ...
 [-31.555676 -28.633158 -30.995186 ... -27.845858 -29.505383 -29.059896]
 [-28.229048 -27.118742 -29.056986 ... -31.558588 -32.801586 -29.059896]
 [-29.056942 -29.972134 -28.63324  ... -30.998013 -32.157894 -29.059896]]",43.9415
cf52b4e8,"[[-15.807876 -15.565548 -12.451672 ...  -9.010205  -9.875665 -13.397575]
 [-14.102198 -16.94442  -12.677292 ... -10.929707 -12.914816 -14.809197]
 [-12.231593 -18.252279 -12.677292 ... -12.129664 -11.865721 -13.45984 ]
 ...
 [ -9.043032 -13.580946 -15.646967 ...  -9.794531 -11.510348  -9.39436 ]
 [ -9.586077 -14.659649 -15.809325 ...  -8.789709  -7.922218  -7.662034]
 [-10.694604 -11.554436 -11.209992 ...  -9.835599  -7.073374  -6.895585]]","[[-21.196497 -22.334679 -26.211164 ... -24.955931 -25.690472 -22.000069]
 [-24.492701 -24.950045 -25.943886 ... -22.516043 -20.613453 -21.356375]
 [-27.686718 -28.01461  -25.943886 ... -22.340565 -21.202553 -23.06498 ]
 ...
 [-27.37211  -24.059679 -21.046883 ... -25.195198 -22.341934 -22.517498]
 [-24.719601 -21.66748  -20.608845 ... -22.879292 -24.957298 -22.879463]
 [-23.446218 -21.995289 -20.752419 ... -20.614651 -28.362534 -22.879463]]",31.5507
f58d5318,"[[-12.019804 -10.996829 -15.040788 ... -11.757038 -13.184233 -12.643145]
 [-13.367868 -13.367868 -11.093956 ... -10.953221 -11.295809 -13.372458]
 [-14.233847 -13.117973 -10.619276 ... -14.030719 -14.892913 -15.358416]
 ...
 [ -9.139241 -15.764748 -14.741774 ... -14.895902 -10.534863  -9.832667]
 [-11.808537 -13.826624 -15.517816 ...  -9.301053 -10.766577 -10.766577]
 [ -9.139318 -12.468619 -12.132425 ...  -7.450549  -9.222166 -12.192096]]","[[-16.456779 -21.295025 -21.454483 ... -27.163555 -24.980743 -23.851192]
 [-18.040482 -18.040482 -21.616838 ... -23.23774  -24.2855   -21.786802]
 [-17.826002 -19.84409  -25.732155 ... -21.299538 -24.742834 -19.983347]
 ...
 [-24.064138 -21.457539 -20.987995 ... -20.992359 -24.514263 -22.485188]
 [-22.663458 -21.619972 -19.847223 ... -23.440567 -26.567585 -26.567585]
 [-25.475836 -24.741457 -23.236513 ... -23.240881 -25.228651 -23.645103]]",33.6511
6e9d5935,"[[-27.546677 -26.257574 -24.876011 ... -24.628038 -25.139177 -24.628151]
 [-24.379427 -23.040546 -25.963163 ... -25.139122 -25.139177 -24.383461]
 [-21.019962 -23.040546 -24.141556 ... -23.913784 -25.139177 -23.913839]
 ...
 [-21.020567 -22.637089 -21.020679 ... -21.024548 -19.803522 -21.024658]
 [-24.142105 -22.637142 -21.354847 ... -23.468864 -21.190052 -21.530773]
 [-24.624779 -23.910524 -22.442001 ... -25.139786 -23.045135 -23.254498]]","[[-25.135201 -25.402534 -27.206123 ... -24.38335  -25.682222 -30.900534]
 [-26.562319 -29.061148 -26.878315 ... -25.966976 -25.682222 -27.210045]
 [-27.206011 -29.061148 -25.963163 ... -30.404005 -27.20999  -25.682278]
 ...
 [-26.258125 -24.876564 -23.250519 ... -25.407064 -26.882843 -25.967751]
 [-27.206673 -25.963772 -26.563091 ... -25.967638 -25.682886 -28.27562 ]
 [-26.562979 -26.563036 -27.206783 ... -27.210598 -26.566959 -27.210709]]",39.556
4cb1ed34,"[[-24.872007 -24.872007 -19.558002 ... -24.34807  -25.150454 -23.382053]
 [-23.610971 -25.727083 -21.719925 ... -25.435223 -29.402617 -24.096365]
 [-22.933805 -22.510059 -24.093721 ... -27.74313  -27.74313  -24.096365]
 ...
 [-26.032373 -26.032373 -29.400499 ... -21.913929 -23.156925 -25.435829]
 [-26.032373 -26.348295 -28.127155 ... -26.035019 -24.875217 -23.852203]
 [-25.148298 -23.611536 -23.154316 ... -22.109163 -22.109163 -22.937054]]","[[-26.031845 -26.031845 -22.305676 ... -24.096289 -22.308319 -19.4147  ]
 [-26.675539 -30.366066 -22.106028 ... -25.150415 -23.613653 -20.998325]
 [-23.848955 -25.14781  -28.126629 ... -23.156395 -23.156395 -23.613691]
 ...
 [-24.345955 -24.345955 -22.719894 ... -25.435753 -26.350941 -25.435829]
 [-24.605255 -24.605293 -23.611574 ... -28.533792 -26.678749 -25.15102 ]
 [-25.148298 -27.371347 -25.433186 ... -22.72254  -22.72254  -21.353428]]",45.2909
